Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zl,108.495991131,82.2509580996
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zcl,140.694660377,67.3208755373
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zhf,4264.74413657,792.803955312
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Wl,105.692075193,64.895600852
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Wcl,142.440050285,66.4883913257
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Whf,1708.99153846,323.655841671
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,stop,979.393122692,124.158481084
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,ttbar,10686.2198535,832.019596411
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,diboson,450.892921187,82.3075957116
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,VHbb,141.987716548,43.5671121414
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Bkg,18729.552066,1716.48681687
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Signal,223.902055044,43.4229847404
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,S/B,0.0119544799713,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,S/sqrt(S+B),1.62634955624,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,data,21818.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,zp2hdm,223.902055044,43.4229847404
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Zl,11.7285220272,8.97148005822
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Zcl,7.01632533907,3.56890598317
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Zhf,184.806429269,17.9387035324
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Wl,100.799165043,75.7118414295
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Wcl,252.768277869,121.524865951
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Whf,2557.36738666,295.366826532
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,stop,2872.12337695,440.54244786
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,ttbar,25954.8423416,1964.47971053
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,diboson,235.414783916,55.8791121579
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,VHbb,81.1902691523,24.9146223277
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Bkg,32258.0568778,2498.03537768
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,Signal,0.0,0.0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,S/B,0.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,S/sqrt(S+B),0.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,data,33706.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L1_Y2015_distCharge_DCR1,zp2hdm,0.0,0.0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Zl,23.1861627946,16.9749151382
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Zcl,39.0034299642,18.5033315995
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Zhf,1279.50884789,98.6370205526
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Wl,0.0,0.0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Wcl,0.0,0.0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Whf,2.1141631435,0.315966709219
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,stop,15.4698296754,2.39222801474
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,ttbar,151.858174735,10.8652883645
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,diboson,91.1044471931,17.9613793778
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,VHbb,34.8645599431,10.6941816335
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Bkg,1637.10961534,131.677254879
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,Signal,0.0,0.0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,S/B,0.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,S/sqrt(S+B),0.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,data,1897.0,0
Region_BMax200_BMin150_incFat1_Fat0_incJet1_J2_T2_L2_Y2015_distmBB_DCR2,zp2hdm,0.0,0.0
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zl,98.8944851707,74.9162933359
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zcl,133.606807322,65.2020308006
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Zhf,3611.57298198,678.425773761
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Wl,72.8158586818,53.6258090187
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Wcl,102.172808687,49.311979761
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,Whf,1435.8854523,272.720370786
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,stop,681.306133761,82.167987689
Region_BMax350_BMin200_incFat1_Fat0_incJet1_J2_T2_L0_Y2015_distmBB_DSR,ttbar,6055.12341711,630.834883808
